Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
DJ Max Fever,2009.0,PM Studios,0.09,0.0,0.0,0.01,0.1,100.0,,100.0,PSP,Misc,6.675359771508015
Tenchu: Wrath of Heaven,2003.0,Activision,0.44,0.34,0.25,0.11,1.14,100.0,,100.0,PS2,Action,7.962000000000001
Seek and Destroy,2002.0,Play It,0.52,0.4,0.0,0.14,1.06,100.0,,100.0,PS2,Racing,8.6
Napoleon Dynamite: The Game,2007.0,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,100.0,,100.0,PSP,Puzzle,6.594312381501903
Inazuma Eleven,2008.0,Nintendo,0.0,0.14,0.38,0.02,0.54,100.0,,100.0,DS,Role-Playing,7.562659347475256
Lady Sia,2001.0,TDK Mediactive,0.08,0.03,0.0,0.0,0.11,100.0,,100.0,GBA,Platform,7.037648764086827
Freaky Flyers,2003.0,Midway Games,0.05,0.04,0.0,0.01,0.1,100.0,,100.0,PS2,Racing,7.1493153420727324
Super Monkey Ball Deluxe,2005.0,Sega,0.12,0.09,0.0,0.03,0.24,100.0,,100.0,PS2,Misc,6.7492460986471645
South Park: The Stick of Truth,2014.0,Ubisoft,0.42,0.38,0.0,0.17,0.98,100.0,,100.0,PS3,Role-Playing,7.603237180401754
Planet Monsters,2001.0,Titus,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,GBA,Action,6.930849733575269
Bleach DS 4th: Flame Bringer,2009.0,Sega,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,DS,Action,6.888729013636604
Drone Tactics,2007.0,Success,0.01,0.0,0.0,0.0,0.02,100.0,,100.0,DS,Strategy,7.257590648487498
ESPN Great Outdoor Games Bass 2002,2001.0,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,100.0,,100.0,GBA,Sports,7.165994515874779
Big League Sports: Summer,2009.0,Activision,0.1,0.0,0.0,0.01,0.11,100.0,,100.0,DS,Sports,7.065523570521732
Test Drive: Off Road,1997.0,Eidos Interactive,0.65,0.44,0.0,0.08,1.16,100.0,,100.0,PS,Racing,5.5
Puyo Pop Fever,2004.0,Ignition Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PSP,Puzzle,6.94807799827012
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,2009.0,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,DS,Adventure,6.93758343128417
Harukanaru Toki no Naka de 4,2008.0,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,PS2,Adventure,6.802963215037414
Brian Lara Cricket,1998.0,Codemasters,0.02,1.13,0.01,0.1,1.26,100.0,,100.0,PS,Sports,7.5728598423862525
Spec Ops: Covert Assault,2001.0,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43,100.0,,100.0,PS,Shooter,6.719269507055775
The Cube,2012.0,Funbox Media,0.0,0.04,0.0,0.0,0.04,100.0,,100.0,Wii,Action,6.957488781666707
Imagine: Teacher,2008.0,Ubisoft,0.7,0.83,0.0,0.19,1.72,100.0,,100.0,DS,Simulation,7.817057905109623
Adventure Island,1986.0,Hudson Soft,0.0,0.0,1.05,0.0,1.05,100.0,,100.0,NES,Platform,6.5
Guitar Hero On Tour: Modern Hits,2009.0,Activision,0.13,0.2,0.0,0.04,0.38,100.0,,100.0,DS,Misc,6.866495739556766
Sim Theme Park,1998.0,Electronic Arts,2.04,0.04,0.0,0.0,2.08,100.0,,100.0,PC,Strategy,7.865565950655494
The Incredibles: Rise of the Underminer,2005.0,THQ,0.29,0.11,0.0,0.01,0.4,100.0,,100.0,GBA,Action,6.618562415843702
SingStar Pop Vol.2,2008.0,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,100.0,,100.0,PS2,Misc,6.851253377833285
Hankou Shashin,1996.0,Imagineer,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,SAT,Adventure,6.8838716615894855
Digimon Rumble Arena 2,2004.0,Atari,0.05,0.04,0.0,0.01,0.09,100.0,,100.0,PS2,Fighting,7.37928815853919
Tropico 4,2008.0,Kalypso Media,0.2,0.13,0.0,0.03,0.36,100.0,,100.0,X360,Strategy,7.042011301688841
Wing Commander IV: The Price of Freedom,1997.0,Origin Systems,0.05,0.03,0.0,0.01,0.09,100.0,,100.0,PS,Simulation,6.928199097127407
LEGO Legends of Chima: Laval's Journey,2013.0,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,100.0,,100.0,3DS,Adventure,7.216472209965256
Petz Fashion: Dogz & Catz,2009.0,Ubisoft,0.1,0.0,0.0,0.01,0.11,100.0,,100.0,DS,Simulation,7.09688241778251
NASCAR The Game: Inside Line,2012.0,Activision,0.09,0.0,0.0,0.01,0.1,100.0,,100.0,X360,Racing,7.189619289922113
Rave Master: Special Attack Force!,2002.0,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,GBA,Fighting,7.125084129638468
NFL GameDay 2001,2000.0,Sony Computer Entertainment,0.56,0.38,0.0,0.07,1.0,100.0,,100.0,PS,Sports,7.6
Rec Room Games,2009.0,Destineer,0.35,0.0,0.0,0.02,0.37,100.0,,100.0,Wii,Sports,7.2211517755081776
Pokemon Super Mystery Dungeon,2015.0,Nintendo,0.46,0.31,0.33,0.08,1.19,100.0,,100.0,3DS,Role-Playing,8.315684206512085
Dark Messiah of Might and Magic Elements,2008.0,Ubisoft,0.16,0.02,0.01,0.02,0.2,100.0,,100.0,X360,Role-Playing,7.418661896991948
Machi-ing Maker 4,2011.0,D3Publisher,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS3,Strategy,6.845241554422185
Wizardry VII: Gadeia no Houshu,1995.0,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,100.0,,100.0,PS,Role-Playing,7.442962497544594
Mystery Tales 2: The Spirit Mask,2011.0,Unknown,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,DS,Puzzle,6.711096771166737
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),1996.0,Imagineer,0.0,0.0,0.22,0.0,0.22,100.0,,100.0,N64,Sports,7.062678859423015
Metal Gear Solid: The Legacy Collection,2013.0,Konami Digital Entertainment,0.31,0.01,0.03,0.05,0.39,100.0,,100.0,PS3,Adventure,7.175075437174184
Code Lyoko: Quest for Infinity,2007.0,Game Factory,0.07,0.02,0.0,0.01,0.1,100.0,,100.0,Wii,Action,6.914396975475794
Guitar Hero: Warriors of Rock,2010.0,Activision,0.48,0.44,0.0,0.09,1.01,100.0,,100.0,Wii,Misc,6.198201750999454
Phantom Brave: The Hermuda Triangle,2010.0,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.08,100.0,,100.0,PSP,Role-Playing,7.45490029888296
Rush,2006.0,Midway Games,0.11,0.0,0.0,0.01,0.12,100.0,,100.0,PSP,Racing,7.284877024808237
Sengoku Basara: Chronicle Heroes,2011.0,Capcom,0.0,0.0,0.16,0.0,0.16,100.0,,100.0,PSP,Action,6.745692910653162
Disney's Atlantis: The Lost Empire,2001.0,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,100.0,,100.0,PS,Platform,7.164468932538116
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,2015.0,Square Enix,0.16,0.13,0.37,0.06,0.71,100.0,,100.0,PS4,Action,7.297997993074742
Heavy Fire: Afghanistan,2011.0,Unknown,0.17,0.0,0.0,0.01,0.18,100.0,,100.0,PS3,Shooter,6.980309139321498
Evangelion: Jo,2009.0,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PSP,Action,6.803744452885806
The Heavy Rain and Beyond: Two Souls Collection,2016.0,Sony Computer Entertainment,0.0,0.16,0.0,0.03,0.19,100.0,,100.0,PS4,Action,6.981115047718875
World Championship Rugby,2004.0,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,100.0,,100.0,PS2,Sports,7.16764177231545
Color Cross,2008.0,Rising Star Games,0.04,0.0,0.0,0.0,0.05,100.0,,100.0,DS,Misc,6.860097739175342
Zoo Tycoon: Complete Collection,2003.0,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06,100.0,,100.0,PC,Strategy,7.179221078198145
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,2002.0,Enix Corporation,0.0,0.0,0.54,0.0,0.54,100.0,,100.0,PS2,Role-Playing,7.05921482224134
Antiphona no Seikahime: Tenshi no Gakufu Op.A,2009.0,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Role-Playing,7.069925224797532
Jampack Volume 12,2005.0,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,100.0,,100.0,PS2,Misc,6.908213609396476
Young Justice: Legacy,2013.0,Namco Bandai Games,0.06,0.02,0.0,0.01,0.09,100.0,,100.0,PS3,Action,6.94309976540775
Bomberman,1985.0,Hudson Soft,0.18,0.0,0.85,0.0,1.03,100.0,,100.0,NES,Puzzle,6.881790006866981
Dungeons & Dragons: Shadow over Mystara,2013.0,Capcom,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS3,Role-Playing,7.230354974011073
Street Fighter EX2 Plus,1998.0,Virgin Interactive,0.13,0.09,0.0,0.02,0.23,100.0,,100.0,PS,Fighting,6.9443283533730185
Hot Wheels: Stunt Track Challenge,2004.0,THQ,0.29,0.23,0.0,0.08,0.59,100.0,,100.0,PS2,Racing,6.979561451147802
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,2009.0,Bethesda Softworks,0.09,0.01,0.0,0.01,0.1,100.0,,100.0,X360,Role-Playing,7.348586672682979
Bakumatsu Rock,2014.0,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSP,Action,6.9416185225674045
thinkSMART FAMILY!,2010.0,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,Wii,Misc,6.801538953664794
Blender Bros.,2002.0,Unknown,0.02,0.01,0.0,0.0,0.02,100.0,,100.0,GBA,Platform,6.87545262850974
Retro Game Challenge (US sales),2007.0,Namco Bandai Games,0.1,0.0,0.0,0.0,0.1,100.0,,100.0,DS,Action,6.958448545261696
Great Edo Blacksmith,2014.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSV,Adventure,7.072863655025908
Power Spike Pro Beach Volleyball,2000.0,Infogrames,0.03,0.02,0.0,0.0,0.05,100.0,,100.0,PS,Sports,6.426574223573192
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,2010.0,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,100.0,,100.0,DS,Action,6.843349235206373
Yakuman,1989.0,Nintendo,0.0,0.0,1.28,0.0,1.28,100.0,,100.0,GB,Misc,6.12289929888958
Puzzle Kingdoms,2009.0,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,100.0,,100.0,DS,Puzzle,6.483312688290414
Magical ZhuZhu Princess: Carriages & Castles,2011.0,Activision,0.14,0.04,0.0,0.02,0.2,100.0,,100.0,DS,Simulation,7.131356833834561
Carnival Games,2007.0,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,100.0,,100.0,Wii,Misc,7.347135086573222
The Settlers IV,2001.0,Blue Byte,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,PC,Strategy,7.067819353027619
SWAT: Target Liberty,2007.0,Vivendi Games,0.03,0.0,0.0,0.0,0.04,100.0,,100.0,PSP,Shooter,7.045171518831984
Who Wants to Be A Millionaire?,2011.0,Ubisoft,0.09,0.0,0.0,0.01,0.1,100.0,,100.0,X360,Misc,6.706262134258952
Naval Ops: Warship Gunner,2003.0,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,100.0,,100.0,PS2,Simulation,6.939234132287909
Castlevania Judgment,2008.0,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18,100.0,,100.0,Wii,Fighting,7.216040049945522
Rampage,1988.0,Activision,0.22,0.01,0.0,0.0,0.24,100.0,,100.0,2600,Action,7.076233528121006
Just Dance Kids,2010.0,Ubisoft,1.57,0.56,0.0,0.19,2.32,100.0,,100.0,Wii,Misc,7.992827693690198
Interplay Sports Baseball 2000,1999.0,Interplay,0.03,0.02,0.0,0.0,0.06,100.0,,100.0,PS,Sports,6.528719693435535
Romance of the Three Kingdoms (3DS),2013.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,3DS,Strategy,6.945700845612855
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,2015.0,Compile Heart,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSV,Role-Playing,7.300463236602847
True Pinball,1996.0,Ocean,0.02,0.01,0.0,0.0,0.04,100.0,,100.0,PS,Misc,6.9508066714915895
Lost Kingdoms II,2003.0,Activision,0.04,0.01,0.0,0.0,0.06,100.0,,100.0,GC,Role-Playing,7.415969819206367
DiRT Showdown,2012.0,Codemasters,0.08,0.14,0.0,0.02,0.24,100.0,,100.0,X360,Racing,7.075580575315203
Broken Sword: Shadows of the Templars - The Director's Cut,2009.0,Ubisoft,0.07,0.09,0.0,0.02,0.17,100.0,,100.0,DS,Adventure,6.9636793684079406
Super Mario Land,1989.0,Nintendo,10.83,2.71,4.18,0.42,18.14,100.0,,100.0,GB,Platform,8.2
The Last Airbender,2010.0,THQ,0.12,0.07,0.0,0.02,0.21,100.0,,100.0,Wii,Action,7.036757664415762
Popeye,1983.0,Nintendo,0.51,0.12,0.45,0.02,1.1,100.0,,100.0,NES,Platform,6.8
The Powerpuff Girls: Him and Seek,2002.0,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43,100.0,,100.0,GBA,Platform,6.705806580936111
Spy vs Spy,2005.0,Global Star,0.08,0.02,0.0,0.0,0.11,100.0,,100.0,XB,Action,7.4007262192219105
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,2010.0,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,100.0,,100.0,DS,Role-Playing,7.485110828544097
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,2009.0,Hudson Soft,0.0,0.0,0.41,0.0,0.41,100.0,,100.0,Wii,Misc,6.529942386634784
Clockwork Empires,2008.0,Unknown,0.0,0.03,0.0,0.0,0.04,100.0,,100.0,PC,Strategy,7.225571444527809
Super Robot Wars OG: The Moon Dwellers,2016.0,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,100.0,,100.0,PS4,Misc,6.6990741796264
Playmobil Pirates,2009.0,Mindscape,0.08,0.0,0.0,0.01,0.09,100.0,,100.0,DS,Action,7.004868625796713
Who Wants to be a Millionaire: 2nd Edition,2008.0,Ubisoft,0.0,0.03,0.0,0.0,0.03,100.0,,100.0,Wii,Misc,6.77996890780976
Looney Tunes Duck Dodgers Starring: Daffy Duck,2000.0,Infogrames,0.03,0.01,0.0,0.0,0.04,100.0,,100.0,N64,Platform,6.972123969733045
Colin McRae Rally 2.0,2000.0,Codemasters,0.02,0.8,0.02,0.07,0.91,100.0,,100.0,PS,Racing,8.882
Groovin' Blocks,2009.0,Zoo Games,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,Wii,Puzzle,6.736603956852191
EverQuest Online Adventures,2003.0,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,100.0,,100.0,PS2,Role-Playing,7.185355658035841
Formula 1 06,2006.0,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS2,Racing,6.919882402220118
Shiratsuyu no Kai,2013.0,Idea Factory,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Adventure,6.984871371311577
Jewel Quest II,2007.0,Avanquest,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PC,Puzzle,6.693842199034288
Princess Maker 2,1995.0,Micro Cabin,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,SAT,Simulation,6.951703071058577
Wacky Races: Crash & Dash,2008.0,Eidos Interactive,0.27,0.01,0.0,0.02,0.3,100.0,,100.0,Wii,Racing,7.108016472727469
Maze Craze: A Game of Cops 'n Robbers,1982.0,Atari,0.42,0.02,0.0,0.0,0.45,100.0,,100.0,2600,Action,7.173519326676188
R.C. Pro-Am,1988.0,Nintendo,1.47,0.38,0.19,0.1,2.14,100.0,,100.0,NES,Racing,8.21682816023898
A Ressha de Ikou DS,2009.0,ArtDink,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,DS,Simulation,6.928296256565401
Tom Clancy's Ghost Recon: Advanced Warfighter,2006.0,Ubisoft,0.03,0.02,0.0,0.01,0.06,100.0,,100.0,PS2,Shooter,6.99950193984292
Dragon Quest Monsters: Terry's Wonderland 3D,2012.0,Square Enix,0.0,0.0,0.96,0.0,0.96,100.0,,100.0,3DS,Role-Playing,7.203376719183457
Super Robot Taisen W,2007.0,Banpresto,0.0,0.0,0.3,0.0,0.3,100.0,,100.0,DS,Strategy,6.921022136117513
Tropico 3: Gold Edition,2010.0,Kalypso Media,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PC,Strategy,6.980487229535028
Colin McRae Rally 04,2003.0,Codemasters,0.01,0.71,0.01,0.21,0.94,100.0,,100.0,PS2,Racing,8.533
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002.0,Enix Corporation,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS2,Sports,6.9305604316492575
Lara Croft Tomb Raider: The Angel of Darkness,2003.0,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,100.0,,100.0,PS2,Action,6.6
Sprint Cars: Road to Knoxville,2005.0,THQ,0.03,0.03,0.0,0.01,0.07,100.0,,100.0,PS2,Racing,7.300354853931213
Sky Odyssey,2000.0,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,100.0,,100.0,PS2,Simulation,6.982473939581501
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,1999.0,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,100.0,,100.0,PS,Sports,7.057957785292119
Pro Evolution Soccer 2016,2015.0,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78,100.0,,100.0,PS4,Sports,7.667917940629162
Grandia Xtreme,2002.0,Enix Corporation,0.07,0.05,0.25,0.02,0.38,100.0,,100.0,PS2,Role-Playing,7.189808031737535
Dungeons - The Dark Lord,2011.0,Kalypso Media,0.0,0.01,0.0,0.0,0.02,100.0,,100.0,PC,Strategy,7.107983826062581
Tom Clancy's Splinter Cell: Conviction,2010.0,Ubisoft,1.2,0.63,0.04,0.19,2.06,100.0,,100.0,X360,Action,7.58366947812317
Custom Robo,2004.0,Nintendo,0.29,0.07,0.0,0.01,0.37,100.0,,100.0,GC,Role-Playing,7.32017023433974
Jikkyou Powerful Pro Yakyuu 8,2001.0,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,100.0,,100.0,PS2,Sports,7.049183293198115
OZMAFIA!! -vivace-,2015.0,dramatic create,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSV,Adventure,6.923838964457639
Race Pro,2009.0,Atari,0.06,0.09,0.0,0.02,0.18,100.0,,100.0,X360,Racing,6.876779087252322
Penguins of Madagascar,2014.0,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,100.0,,100.0,3DS,Action,6.981294843776462
Nancy Drew: The White Wolf of Icicle Creek,2008.0,Sega,0.14,0.0,0.0,0.01,0.15,100.0,,100.0,Wii,Adventure,7.207269761006117
Pro Angler Moves,2012.0,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01,100.0,,100.0,PS3,Sports,7.137537208750265
3D Lemmings,1995.0,Psygnosis,0.03,0.02,0.0,0.0,0.06,100.0,,100.0,PS,Puzzle,6.536768936943925
Gears of War: Judgment,2013.0,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61,100.0,,100.0,X360,Shooter,7.7235634629020895
Samurai Warriors 2: Empires,2006.0,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,100.0,,100.0,PS2,Action,6.464322165035471
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,2011.0,Plenty,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,DS,Misc,6.6647011665994125
Rapala Pro Fishing,2004.0,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36,100.0,,100.0,PS2,Sports,7.102659117626932
Imagine: Resort Owner,2010.0,Ubisoft,0.05,0.0,0.0,0.0,0.06,100.0,,100.0,DS,Strategy,7.202684282705787
GunParade Orchestra: Ao no Shou,2006.0,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PS2,Adventure,7.010400557145796
Veggy World,2011.0,Jack of All Games,0.02,0.0,0.0,0.0,0.02,100.0,,100.0,DS,Shooter,7.176048606698015
Sid Meier's Pirates!,2007.0,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,100.0,,100.0,PSP,Strategy,7.195398801679953
Karaoke Revolution Volume 2,2004.0,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,100.0,,100.0,PS2,Misc,6.729191311946964
Championship Manager 03/04,2003.0,Eidos Interactive,0.0,1.15,0.0,0.11,1.26,100.0,,100.0,PC,Sports,7.392990964074839
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,2015.0,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS3,Action,6.8967691186046265
Psychedelica of the Black Butterfly,2015.0,Idea Factory,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSV,Action,6.852571996242011
Ecco: The Tides of Time,1993.0,Sega,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,GEN,Adventure,6.862803688883483
WRC 5: FIA World Rally Championship,2015.0,Bigben Interactive,0.02,0.09,0.0,0.02,0.12,100.0,,100.0,PS3,Sports,7.090639929820585
Summon Night: Twin Age,2007.0,Banpresto,0.07,0.0,0.05,0.01,0.13,100.0,,100.0,DS,Role-Playing,7.705467337385767
Summon Night 4,2006.0,Banpresto,0.0,0.0,0.18,0.0,0.18,100.0,,100.0,PS2,Role-Playing,7.175147294444605
The Biggest Loser,2009.0,THQ,0.87,0.12,0.0,0.09,1.08,100.0,,100.0,Wii,Sports,8.422152209585658
Clock Zero: Shuuen no Ichibyou - ExTime,2015.0,Idea Factory,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSV,Action,6.841385831570063
Fate/Tiger Colosseum,2007.0,Capcom,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,PSP,Fighting,6.882298431553368
Bejeweled Twist,2010.0,PopCap Games,0.0,0.09,0.0,0.01,0.1,100.0,,100.0,DS,Puzzle,6.591507509716635
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002.0,Hudson Soft,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,GBA,Action,6.685976001388726
Front Mission 2089: Border of Madness,2008.0,Square Enix,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,DS,Strategy,6.985896441009798
Jumper: Griffin's Story,2008.0,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,100.0,,100.0,Wii,Action,7.004542143304876
All-Star Baseball 2001,2000.0,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,100.0,,100.0,N64,Sports,7.22368135138259
Centipede,1981.0,Atari,1.26,0.08,0.0,0.01,1.36,100.0,,100.0,2600,Shooter,7.921209769894231
Kung-Fu Master,1987.0,Activision,0.6,0.04,0.0,0.01,0.65,100.0,,100.0,2600,Action,6.949162305202653
Grabbed by the Ghoulies,2003.0,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,100.0,,100.0,XB,Action,7.249726165288244
NCIS 3D,2011.0,Ubisoft,0.06,0.04,0.0,0.01,0.11,100.0,,100.0,3DS,Adventure,7.135920432003735
Petz Fantasy: Moonlight Magic,2010.0,Ubisoft,0.11,0.0,0.0,0.01,0.12,100.0,,100.0,DS,Simulation,6.925939625689223
Smashing Drive,2003.0,Unknown,0.06,0.01,0.0,0.0,0.07,100.0,,100.0,GC,Racing,7.0969489071858405
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",2008.0,GungHo,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,DS,Misc,6.757182752972321
Mini-Yonku GB: Let's & Go!!,1997.0,ASCII Entertainment,0.0,0.0,0.37,0.0,0.37,100.0,,100.0,GB,Strategy,6.122935311662685
Michael Phelps: Push the Limit,2011.0,505 Games,0.09,0.01,0.0,0.01,0.11,100.0,,100.0,X360,Sports,7.141914400474957
Aqua Aqua,2000.0,3DO,0.05,0.04,0.0,0.01,0.11,100.0,,100.0,PS2,Puzzle,6.470938672927987
The King of Fighters 2006,2006.0,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,100.0,,100.0,PS2,Fighting,6.591805335473632
Largo Winch .// Commando Sar,2002.0,Ubisoft,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,PS,Adventure,7.165686551271039
Bleach: Heat the Soul 7,2010.0,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,PSP,Fighting,6.66975077636604
The Sims 2: Family Fun Stuff,2006.0,Electronic Arts,0.0,0.01,0.0,0.0,0.02,100.0,,100.0,PC,Simulation,7.020862161227517
Cabbage Patch Kids: The Patch Puppy Rescue,2007.0,D3Publisher,0.01,0.0,0.0,0.0,0.02,100.0,,100.0,GBA,Misc,6.577946865741728
Diablo II: Lord of Destruction,2001.0,Vivendi Games,1.03,0.02,0.0,0.0,1.06,100.0,,100.0,PC,Role-Playing,7.6731292401893585
Rapala Tournament Fishing!,2006.0,Activision,0.51,0.0,0.0,0.04,0.56,100.0,,100.0,Wii,Sports,7.161559268228525
Karaoke Revolution Presents American Idol Encore,2008.0,Konami Digital Entertainment,0.42,0.0,0.0,0.03,0.45,100.0,,100.0,Wii,Misc,6.984777443119642
Arthur! Ready to Race,2000.0,The Learning Company,0.03,0.02,0.0,0.0,0.05,100.0,,100.0,PS,Racing,6.94422440417384
Petz Rescue: Endangered Paradise,2008.0,Ubisoft,0.21,0.0,0.0,0.02,0.22,100.0,,100.0,DS,Adventure,7.214701482260797
Tsuyo Kiss: Mighty Heart,2006.0,Princess Soft,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PS2,Adventure,6.83150795962405
Darksiders,2010.0,THQ,0.67,0.29,0.01,0.1,1.06,100.0,,100.0,X360,Action,7.416392722363317
Bounty Hounds,2006.0,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,PSP,Action,6.899111026060392
Field & Stream: Total Outdoorsman Challenge,2010.0,505 Games,0.09,0.0,0.0,0.01,0.09,100.0,,100.0,X360,Sports,7.020290796775329
Guilty Gear Xrd: Sign,2014.0,Arc System Works,0.09,0.0,0.07,0.02,0.18,100.0,,100.0,PS3,Fighting,7.177673795040407
Littlest Pet Shop: Country Friends,2009.0,Electronic Arts,0.23,0.0,0.0,0.02,0.25,100.0,,100.0,DS,Simulation,6.954778016273883
NHL 2002,2001.0,Electronic Arts,0.59,0.46,0.0,0.15,1.2,100.0,,100.0,PS2,Sports,8.4
Kaijuu Busters,2009.0,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,100.0,,100.0,DS,Action,6.637747467459697
Zumba Fitness 2,2011.0,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88,100.0,,100.0,Wii,Sports,8.446323259410367
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,2011.0,Hudson Soft,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,DS,Role-Playing,7.113820190399622
